global time,time(in ms),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,QuatX,QuatY,QuatZ,QuatW
17/07/11 05:04:35:012,779,-0.75756836,0.025878906,0.56933594,-0.032990977,-0.04576168,0.0053211255,0.0146484375,0.4477539,9.765625E-4,0.89404297
17/07/11 05:04:35:017,784,-0.76171875,0.026855469,0.5744629,-0.03192675,-0.044697456,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:022,789,-0.76171875,0.026855469,0.5744629,-0.03192675,-0.044697456,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:028,795,-0.7663574,0.026123047,0.57373047,-0.032990977,-0.044697456,0.0053211255,0.0146484375,0.44628906,9.765625E-4,0.89453125
17/07/11 05:04:35:033,800,-0.7663574,0.026123047,0.57373047,-0.032990977,-0.044697456,0.0053211255,0.0146484375,0.44628906,9.765625E-4,0.89453125
17/07/11 05:04:35:038,805,-0.7644043,0.0234375,0.5749512,-0.032990977,-0.04363323,0.0042569004,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:043,810,-0.7644043,0.0234375,0.5749512,-0.032990977,-0.04363323,0.0042569004,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:049,816,-0.76000977,0.02709961,0.5695801,-0.032990977,-0.04363323,0.0053211255,0.013671875,0.44677734,4.8828125E-4,0.89453125
17/07/11 05:04:35:055,822,-0.7663574,0.025146484,0.5751953,-0.032990977,-0.04363323,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:060,827,-0.7663574,0.025146484,0.5751953,-0.032990977,-0.04363323,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:065,832,-0.7663574,0.025146484,0.5751953,-0.032990977,-0.04363323,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:070,837,-0.7663574,0.025146484,0.5751953,-0.032990977,-0.04363323,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:075,842,-0.7663574,0.025146484,0.5751953,-0.032990977,-0.04363323,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:080,847,-0.7663574,0.025146484,0.5751953,-0.032990977,-0.04363323,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:085,852,-0.7663574,0.025146484,0.5751953,-0.032990977,-0.04363323,0.0063853506,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:090,857,-0.7602539,0.026367188,0.5715332,-0.032990977,-0.04576168,0.0042569004,0.013671875,0.44677734,4.8828125E-4,0.89453125
17/07/11 05:04:35:095,862,-0.7614746,0.024902344,0.57128906,-0.034055203,-0.044697456,0.0042569004,0.0146484375,0.44677734,9.765625E-4,0.89404297
17/07/11 05:04:35:100,867,-0.7585449,0.026855469,0.564209,-0.032990977,-0.044697456,0.0042569004,0.013671875,0.44677734,4.8828125E-4,0.89453125
17/07/11 05:04:35:105,872,-0.76171875,0.026855469,0.5710449,-0.03192675,-0.044697456,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:35:110,877,-0.76171875,0.026855469,0.5710449,-0.03192675,-0.044697456,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:35:116,883,-0.76171875,0.026855469,0.5710449,-0.03192675,-0.044697456,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:35:121,888,-0.76171875,0.026855469,0.5710449,-0.03192675,-0.044697456,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:35:126,893,-0.76171875,0.026855469,0.5710449,-0.03192675,-0.044697456,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:35:131,898,-0.76171875,0.026855469,0.5710449,-0.03192675,-0.044697456,0.0042569004,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:35:136,903,-0.76831055,0.025390625,0.5756836,-0.032990977,-0.04576168,0.0053211255,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:35:141,908,-0.7626953,0.026855469,0.5739746,-0.032990977,-0.04576168,0.0031926753,0.0146484375,0.44677734,9.765625E-4,0.89404297
